UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
3789,L50968,L,302.3,310.8,1511,48.1,24,0,0,0,0,0,0
3793,L50972,L,302.3,310.9,1459,35.0,32,0,0,0,0,0,0
3803,M18662,M,302.2,310.9,1488,44.2,57,0,0,0,0,0,0
3807,M18666,M,302.3,310.9,1360,44.0,67,1,0,1,0,0,0
3818,M18677,M,302.1,310.6,1421,52.0,95,0,0,0,0,0,0
3820,L50999,L,302.2,310.7,1567,36.4,100,0,0,0,0,0,0
3821,L51000,L,302.3,310.8,1421,41.4,102,0,0,0,0,0,0
3823,M18682,M,302.4,311.0,1464,44.2,106,0,0,0,0,0,0
3825,L51004,L,302.3,310.9,1620,30.3,112,0,0,0,0,0,0
3828,M18687,M,302.4,310.9,1469,41.6,124,0,0,0,0,0,0
3831,L51010,L,302.3,310.9,1891,22.7,135,0,0,0,0,0,0
3832,M18691,M,302.3,310.9,1742,29.7,137,0,0,0,0,0,0
3836,M18695,M,302.3,311.1,1435,43.1,149,0,0,0,0,0,0
3843,L51022,L,302.5,311.2,1545,40.1,165,0,0,0,0,0,0
3845,L51024,L,302.4,311.1,1484,45.9,169,0,0,0,0,0,0
3846,L51025,L,302.3,311.0,1591,32.7,171,0,0,0,0,0,0
3849,L51028,L,302.3,310.9,1720,28.1,178,0,0,0,0,0,0
3858,H33271,H,302.4,311.2,1506,40.8,204,0,0,0,0,0,0
3863,H33276,H,302.5,311.5,1496,43.8,218,0,0,0,0,0,0
3870,L51049,L,302.7,311.7,1480,45.2,8,0,0,0,0,0,0
3873,L51052,L,302.7,311.9,1389,46.5,15,0,0,0,0,0,0
3878,H33291,H,302.6,311.7,1471,48.3,25,0,0,0,0,0,0
3888,L51067,L,302.4,311.2,1448,50.5,53,0,0,0,0,0,0
3889,L51068,L,302.3,311.2,1903,22.9,55,0,0,0,0,0,0
3890,L51069,L,302.4,311.2,1404,52.0,57,0,0,0,0,0,0
3913,L51092,L,302.4,311.4,1475,40.4,126,0,0,0,0,0,0
3925,M18784,M,302.5,311.4,1636,35.0,157,0,0,0,0,0,0
3927,L51106,L,302.6,311.5,1609,36.0,162,0,0,0,0,0,0
3933,L51112,L,302.6,311.6,1953,22.4,180,0,0,0,0,0,0
3939,L51118,L,302.5,311.5,1603,32.4,194,0,0,0,0,0,0
3950,L51129,L,302.3,311.5,1384,50.8,13,0,0,0,0,0,0
3951,L51130,L,302.3,311.4,1570,37.2,15,0,0,0,0,0,0
3954,M18813,M,302.3,311.4,1484,39.5,22,0,0,0,0,0,0
3960,M18819,M,302.2,311.4,1538,37.4,37,0,0,0,0,0,0
3962,M18821,M,302.2,311.4,1642,32.1,42,0,0,0,0,0,0
3966,L51145,L,302.3,311.5,1507,37.5,55,0,0,0,0,0,0
3967,L51146,L,302.3,311.5,1530,37.8,57,0,0,0,0,0,0
3975,L51154,L,302.4,311.5,1505,37.9,79,0,0,0,0,0,0
3981,M18840,M,302.2,311.3,1375,47.0,98,0,0,0,0,0,0
3990,L51169,L,302.2,311.3,1602,32.8,120,0,0,0,0,0,0
3996,L51175,L,302.3,311.3,1621,31.6,135,0,0,0,0,0,0
3998,L51177,L,302.2,311.1,1394,53.7,140,0,0,0,0,0,0
4003,L51182,L,302.1,311.2,1454,59.2,153,1,0,0,1,0,0
4011,M18870,M,302.1,311.1,1605,37.6,171,0,0,0,0,0,0
4012,L51191,L,302.2,311.1,1447,52.1,174,0,0,0,0,0,0
4016,L51195,L,302.1,310.9,1477,41.4,184,0,0,0,0,0,0
4019,M18878,M,302.0,310.8,1783,23.1,190,0,0,0,0,0,0
4032,L51211,L,302.0,310.8,1447,42.7,229,0,0,0,0,0,0
4033,L51212,L,302.0,310.8,1383,50.3,231,1,0,0,0,1,0
4036,L51215,L,302.0,310.8,1454,36.6,0,0,0,0,0,0,0
4037,L51216,L,302.0,310.8,1445,49.1,2,0,0,0,0,0,0
4038,M18897,M,302.0,310.8,1609,35.2,4,0,0,0,0,0,0
4049,L51228,L,301.9,311.0,2691,12.1,31,1,0,0,1,0,0
4052,L51231,L,301.8,310.8,1383,46.4,37,0,0,0,0,0,0
4059,M18918,M,302.0,310.9,1456,47.2,54,0,0,0,0,0,0
4062,L51241,L,301.9,310.8,1906,21.7,62,0,0,0,0,0,0
4063,L51242,L,302.0,310.9,1446,44.0,64,0,0,0,0,0,0
4068,L51247,L,301.9,310.7,1429,51.0,76,0,0,0,0,0,0
4073,L51252,L,301.9,310.6,1610,33.4,87,0,0,0,0,0,0
4093,H33506,H,302.0,310.5,1812,24.4,138,0,0,0,0,0,0
4104,L51283,L,302.0,310.4,1448,43.4,167,0,0,0,0,0,0
4105,L51284,L,302.1,310.5,1389,49.6,169,0,0,0,0,0,0
4106,L51285,L,302.0,310.6,1583,35.2,171,0,0,0,0,0,0
4112,M18971,M,302.0,310.6,1563,41.0,184,0,0,0,0,0,0
4117,M18976,M,302.0,310.5,1381,58.4,201,0,0,0,0,0,0
4122,M18981,M,302.1,310.7,1364,47.8,213,1,0,1,0,0,0
4127,M18986,M,302.0,310.6,1623,34.3,9,0,0,0,0,0,0
4132,L51311,L,301.9,310.3,1485,46.3,24,0,0,0,0,0,0
4134,L51313,L,301.8,310.3,1765,27.3,29,0,0,0,0,0,0
4145,L51324,L,301.8,310.1,1738,28.0,58,0,0,0,0,0,0
4150,L51329,L,301.9,310.4,1603,37.6,69,0,0,0,0,0,0
4151,L51330,L,301.9,310.4,1610,34.8,71,0,0,0,0,0,0
4157,M19016,M,302.0,310.5,1823,25.1,87,0,0,0,0,0,0
4160,M19019,M,302.0,310.5,1639,32.9,94,0,0,0,0,0,0
4163,L51342,L,302.0,310.4,1591,29.8,105,0,0,0,0,0,0
4167,H33580,H,302.3,310.6,1525,48.7,114,0,0,0,0,0,0
4178,L51357,L,302.5,310.9,1477,39.2,144,0,0,0,0,0,0
4182,M19041,M,302.4,310.7,1521,40.4,152,0,0,0,0,0,0
4192,L51371,L,302.4,311.0,1317,59.4,179,0,0,0,0,0,0
4198,L51377,L,302.4,311.0,1573,36.5,193,0,0,0,0,0,0
4201,L51380,L,302.5,311.1,1571,34.2,201,0,0,0,0,0,0
4202,L51381,L,302.4,311.0,2211,15.4,203,0,0,0,0,0,0
4203,L51382,L,302.4,311.0,1555,40.6,205,0,0,0,0,0,0
4207,M19066,M,302.3,310.8,1721,28.4,215,0,0,0,0,0,0
4212,L51391,L,302.1,310.7,1314,52.8,8,1,0,1,0,0,0
4219,M19078,M,302.0,310.6,1479,40.5,24,0,0,0,0,0,0
4221,M19080,M,301.9,310.6,1260,65.9,29,0,0,0,0,0,0
4223,M19082,M,302.0,310.6,1535,38.6,34,0,0,0,0,0,0
4226,L51405,L,302.1,310.7,1359,49.3,41,1,0,1,0,0,0
4232,L51411,L,302.2,310.8,1340,47.8,54,0,0,0,0,0,0
4238,L51417,L,302.2,311.0,1832,23.2,70,0,0,0,0,0,0
4246,M19105,M,302.6,311.1,1520,43.0,88,0,0,0,0,0,0
4248,L51427,L,302.6,311.0,1369,60.0,93,1,0,1,0,0,0
4250,L51429,L,302.5,310.9,1330,56.9,97,1,0,1,0,0,0
4252,H33665,H,302.5,310.9,1356,55.5,101,1,0,1,0,0,0
4257,M19116,M,302.6,311.0,1591,33.9,119,0,0,0,0,0,0
4267,L51446,L,302.7,311.1,1440,39.5,146,0,0,0,0,0,0
4270,L51449,L,302.6,311.0,1610,39.2,152,0,0,0,0,0,0
4271,L51450,L,302.6,310.9,1331,52.0,154,1,0,1,0,0,0
4272,L51451,L,302.6,310.8,1470,41.2,156,0,0,0,0,0,0
4273,L51452,L,302.5,310.8,1577,36.9,158,0,0,0,0,0,0
4276,M19135,M,302.4,310.5,1500,36.7,164,0,0,0,0,0,0
4278,L51457,L,302.2,310.4,1743,28.1,170,0,0,0,0,0,0
4291,L51470,L,301.8,310.0,1642,32.6,201,0,0,0,0,0,0
4295,M19154,M,301.7,310.1,1743,27.3,210,0,0,0,0,0,0
4300,L51479,L,301.7,310.1,1402,50.1,3,0,0,0,0,0,0
4309,H33722,H,301.4,309.9,1460,47.2,22,0,0,0,0,0,0
4311,L51490,L,301.4,310.0,1776,25.6,30,0,0,0,0,0,0
4317,L51496,L,301.5,310.1,1639,33.4,47,0,0,0,0,0,0
4321,L51500,L,301.7,310.3,1397,44.6,57,0,0,0,0,0,0
4330,L51509,L,301.6,310.0,1566,30.3,79,0,0,0,0,0,0
4335,L51514,L,301.6,309.8,1472,42.5,91,0,0,0,0,0,0
4337,H33750,H,301.6,309.9,1423,53.6,95,0,0,0,0,0,0
4344,L51523,L,301.7,309.8,1491,39.3,114,0,0,0,0,0,0
4346,M19205,M,301.8,309.8,1546,39.8,121,0,0,0,0,0,0
4347,L51526,L,301.8,309.7,1598,30.4,124,0,0,0,0,0,0
4370,H33783,H,302.0,309.9,1735,27.2,192,0,0,0,0,0,0
4384,L51563,L,301.7,309.5,1298,65.5,229,1,0,1,0,1,0
4392,M19251,M,302.2,310.1,1368,51.6,12,1,0,1,0,0,0
4394,M19253,M,302.2,310.1,1572,34.6,17,0,0,0,0,0,0
4396,L51575,L,302.3,310.1,1513,40.4,22,0,0,0,0,0,0
4401,L51580,L,302.3,310.1,1353,50.9,36,1,0,1,0,0,0
4402,H33815,H,302.2,310.0,1468,43.6,38,0,0,0,0,0,0
4408,L51587,L,302.3,310.2,1394,55.4,57,0,0,0,0,0,0
4418,L51597,L,302.6,310.4,1365,66.8,80,1,0,1,1,0,0
4423,M19282,M,302.6,310.2,2157,17.2,94,0,0,0,0,0,0
4424,M19283,M,302.6,310.2,1563,39.0,97,0,0,0,0,0,0
4426,L51605,L,302.5,310.2,1547,36.9,103,0,0,0,0,0,0
4430,M19289,M,302.3,310.1,1731,33.4,112,0,0,0,0,0,0
4434,H33847,H,302.4,310.2,1435,44.9,127,0,0,0,0,0,0
4435,L51614,L,302.4,310.1,1556,32.9,132,0,0,0,0,0,0
4436,L51615,L,302.3,310.1,1321,52.7,134,1,0,1,0,0,0
4440,M19299,M,302.4,310.2,1392,55.8,143,0,0,0,0,0,0
4444,L51623,L,302.5,310.3,1405,57.4,152,0,0,0,0,0,0
4446,L51625,L,302.5,310.2,1716,29.9,156,0,0,0,0,0,0
4449,L51628,L,302.4,310.3,1374,51.2,163,1,0,1,0,0,0
4455,L51634,L,302.4,310.1,1401,48.8,177,0,0,0,0,0,0
4457,L51636,L,302.3,310.1,1487,46.0,184,0,0,0,0,0,0
4465,L51644,L,302.8,310.6,1671,30.5,201,0,0,0,0,0,0
4472,L51651,L,302.8,310.6,1670,29.1,2,0,0,0,0,0,0
4477,L51656,L,302.6,310.4,1415,52.1,12,0,0,0,0,0,0
4478,L51657,L,302.6,310.3,1647,34.2,14,0,0,0,0,0,0
4481,H33894,H,302.7,310.4,1305,55.2,20,1,0,1,0,0,0
4487,M19346,M,302.6,310.5,1965,20.2,40,0,0,0,0,0,0
4490,L51669,L,302.5,310.4,1487,40.2,48,0,0,0,0,0,0
4493,M19352,M,302.6,310.5,1420,56.4,57,0,0,0,0,0,0
4496,L51675,L,302.6,310.4,1359,57.2,67,1,0,1,0,0,0
4498,L51677,L,302.5,310.3,1523,36.0,72,0,0,0,0,0,0
4501,L51680,L,302.6,310.4,1638,36.2,84,0,0,0,0,0,0
4507,M19366,M,302.4,310.1,1520,36.6,97,0,0,0,0,0,0
4519,L51698,L,302.4,310.3,1480,45.8,123,0,0,0,0,0,0
4521,L51700,L,302.4,310.4,1456,47.6,127,0,0,0,0,0,0
4526,M19385,M,302.4,310.4,1463,42.2,139,0,0,0,0,0,0
4528,M19387,M,302.4,310.5,1372,45.7,144,1,0,1,0,0,0
4529,L51708,L,302.5,310.5,1507,39.5,147,0,0,0,0,0,0
4542,L51721,L,302.5,310.4,1427,46.8,179,0,0,0,0,0,0
4560,L51739,L,302.7,310.7,1433,43.7,13,0,0,0,0,0,0
4562,L51741,L,302.9,310.8,1610,32.2,17,0,0,0,0,0,0
4565,L51744,L,302.8,310.8,1516,39.5,23,0,0,0,0,0,0
4568,M19427,M,302.8,310.8,1451,44.7,32,0,0,0,0,0,0
4572,L51751,L,302.8,310.9,1708,29.8,42,0,0,0,0,0,0
4575,M19434,M,302.9,311.0,1402,40.7,52,0,0,0,0,0,0
4578,L51757,L,303.0,311.2,1800,23.7,61,0,0,0,0,0,0
4579,L51758,L,303.0,311.2,1641,32.6,63,0,0,0,0,0,0
4582,L51761,L,303.0,311.2,1601,32.9,69,0,0,0,0,0,0
4584,M19443,M,302.9,311.2,1467,37.7,73,0,0,0,0,0,0
4587,L51766,L,302.7,310.9,1395,48.3,80,0,0,0,0,0,0
4588,M19447,M,302.8,311.0,1507,33.4,82,0,0,0,0,0,0
4589,L51768,L,302.8,311.0,1564,38.5,85,0,0,0,0,0,0
4590,L51769,L,302.8,311.1,1721,30.0,87,0,0,0,0,0,0
4593,L51772,L,302.9,311.1,1555,33.9,96,0,0,0,0,0,0
4600,L51779,L,303.1,311.1,1420,55.8,113,0,0,0,0,0,0
4604,H34017,H,302.9,311.0,1452,58.3,123,0,0,0,0,0,0
4610,L51789,L,303.0,311.2,1456,44.0,142,0,0,0,0,0,0
4617,L51796,L,303.1,311.4,1829,24.5,159,0,0,0,0,0,0
4622,L51801,L,303.0,311.2,1341,51.0,174,1,0,1,0,0,0
4625,M19484,M,303.0,311.1,1428,39.8,181,0,0,0,0,0,0
4626,L51805,L,303.0,311.2,1511,45.7,184,0,0,0,0,0,0
4630,L51809,L,303.0,311.2,1735,26.1,194,0,0,0,0,0,0
4631,L51810,L,302.9,311.2,1751,23.8,196,0,0,0,0,0,0
4640,L51819,L,303.1,311.3,1657,31.8,217,0,0,0,0,0,0
4646,L51825,L,303.3,311.4,1732,25.6,232,0,0,0,0,0,0
4647,L51826,L,303.3,311.4,1497,46.0,234,1,1,0,0,0,0
4648,L51827,L,303.3,311.4,1958,21.5,0,0,0,0,0,0,0
4652,L51831,L,303.2,311.4,1349,51.1,9,1,0,1,0,0,0
4655,M19514,M,303.1,311.0,1510,47.6,16,0,0,0,0,0,0
4665,M19524,M,303.3,311.3,1566,46.1,41,0,0,0,0,0,0
4671,L51850,L,303.2,311.4,1610,35.5,63,0,0,0,0,0,0
4679,H34092,H,303.6,311.7,1476,40.1,85,0,0,0,0,0,0
4683,L51862,L,303.6,311.8,1567,31.7,97,0,0,0,0,0,0
4686,M19545,M,303.6,311.8,1627,30.8,104,0,0,0,0,0,0
4695,L51874,L,303.4,311.5,1424,50.8,128,0,0,0,0,0,0
4700,L51879,L,303.5,311.6,1428,46.2,139,0,0,0,0,0,0
4705,L51884,L,303.7,311.9,1561,33.3,153,0,0,0,0,0,0
4706,L51885,L,303.6,311.8,1614,33.2,155,0,0,0,0,0,0
4718,M19577,M,303.4,311.6,1425,45.4,184,0,0,0,0,0,0
4729,L51908,L,303.4,311.7,1406,47.1,213,0,0,0,0,0,0
4733,L51912,L,303.3,311.7,1539,38.5,221,0,0,0,0,0,0
4735,L51914,L,303.2,311.5,1507,39.2,225,0,0,0,0,0,0
4746,H34159,H,303.2,311.2,1475,43.1,20,0,0,0,0,0,0
4754,H34167,H,303.2,311.4,1607,36.6,43,0,0,0,0,0,0
4759,L51938,L,303.5,311.6,1465,48.7,60,0,0,0,0,0,0
4760,L51939,L,303.5,311.6,1361,46.5,62,1,0,1,0,0,0
4768,L51947,L,303.6,311.9,1473,50.1,84,0,0,0,0,0,0
4780,L51959,L,303.7,312.3,1511,38.9,117,0,0,0,0,0,0
4790,L51969,L,303.8,312.8,1646,35.8,143,0,0,0,0,0,0
4797,L51976,L,303.5,312.4,1390,47.3,164,0,0,0,0,0,0
4798,L51977,L,303.5,312.5,1380,46.1,166,0,0,0,0,0,0
4802,L51981,L,303.5,312.4,1574,32.7,175,0,0,0,0,0,0
4804,L51983,L,303.6,312.5,1710,31.4,180,0,0,0,0,0,0
4807,H34220,H,303.6,312.5,1375,54.0,186,0,0,0,0,0,0
4811,M19670,M,303.4,312.1,1499,39.4,197,0,0,0,0,0,0
4830,L52009,L,303.4,311.9,1491,38.2,26,0,0,0,0,0,0
4833,L52012,L,303.5,312.0,1436,45.1,32,0,0,0,0,0,0
4834,L52013,L,303.4,311.9,1377,41.6,34,1,0,1,0,0,0
4840,H34253,H,303.4,311.9,1402,50.0,54,0,0,0,0,0,0
4844,L52023,L,303.3,311.8,1842,24.5,67,0,0,0,0,0,0
4846,M19705,M,303.3,311.8,1583,33.3,72,0,0,0,0,0,0
4855,L52034,L,303.7,312.2,1568,33.8,96,0,0,0,0,0,0
4856,L52035,L,303.7,312.3,1375,46.2,98,0,0,0,0,0,0
4859,L52038,L,303.7,312.3,1349,51.0,105,0,0,0,0,0,0
4860,L52039,L,303.7,312.4,1535,38.6,107,0,0,0,0,0,0
4864,M19723,M,303.6,312.3,1915,22.3,116,0,0,0,0,0,0
4867,L52046,L,303.6,312.4,1781,28.7,124,0,0,0,0,0,0
4873,L52052,L,303.7,312.4,1316,59.3,137,0,0,0,0,0,0
4881,M19740,M,303.8,312.6,1527,41.9,159,0,0,0,0,0,0
4884,M19743,M,303.8,312.6,1684,29.3,167,0,0,0,0,0,0
4886,H34299,H,303.8,312.5,1748,25.1,175,0,0,0,0,0,0
4889,L52068,L,303.7,312.4,1512,39.2,184,0,0,0,0,0,0
4893,L52072,L,303.7,312.3,1922,23.1,193,0,0,0,0,0,0
4898,H34311,H,303.8,312.5,1525,38.0,209,0,0,0,0,0,0
4901,L52080,L,303.6,312.4,1388,41.9,221,0,0,0,0,0,0
4903,L52082,L,303.6,312.3,1616,29.3,226,0,0,0,0,0,0
4904,L52083,L,303.6,312.4,2232,16.8,0,0,0,0,0,0,0
4906,L52085,L,303.6,312.4,1363,53.1,7,0,0,0,0,0,0
4908,M19767,M,303.6,312.5,1607,33.7,14,0,0,0,0,0,0
4917,H34330,H,303.4,312.3,1769,27.9,40,0,0,0,0,0,0
4922,L52101,L,303.4,312.3,1287,54.8,54,0,0,0,0,0,0
4926,L52105,L,303.4,312.3,1680,30.6,67,0,0,0,0,0,0
4927,L52106,L,303.4,312.3,1502,36.0,69,0,0,0,0,0,0
4938,L52117,L,303.4,312.3,1540,38.7,96,0,0,0,0,0,0
4939,M19798,M,303.5,312.4,1606,30.1,98,0,0,0,0,0,0
4940,L52119,L,303.6,312.5,1286,62.4,101,0,0,0,0,0,0
4942,M19801,M,303.6,312.7,1699,31.5,105,0,0,0,0,0,0
4943,L52122,L,303.5,312.6,1602,34.2,108,0,0,0,0,0,0
4949,M19808,M,303.8,312.7,1500,41.7,125,0,0,0,0,0,0
4953,M19812,M,303.8,312.7,1374,53.6,136,0,0,0,0,0,0
4969,M19828,M,303.9,312.7,1485,43.3,174,0,0,0,0,0,0
4985,L52164,L,303.8,313.1,1256,58.7,213,1,0,0,0,1,0
4986,M19845,M,303.8,313.0,1789,23.5,215,0,0,0,0,0,0
4987,L52166,L,303.7,312.9,1502,40.5,0,0,0,0,0,0,0
4992,M19851,M,303.9,313.0,1475,41.0,11,0,0,0,0,0,0
4997,M19856,M,303.6,312.8,1400,43.2,23,0,0,0,0,0,0
4998,M19857,M,303.6,312.8,2659,11.4,26,1,0,0,1,0,0
5002,M19861,M,303.6,312.7,2174,17.6,37,0,0,0,0,0,0
5018,L52197,L,303.9,313.0,1483,45.0,78,0,0,0,0,0,0
5023,L52202,L,304.0,313.1,1404,47.1,90,0,0,0,0,0,0
5028,L52207,L,304.0,313.3,1294,54.6,102,0,0,0,0,0,0
5034,L52213,L,304.0,313.1,1564,50.9,119,0,0,0,0,0,0
5035,M19894,M,303.9,313.1,1514,41.1,121,0,0,0,0,0,0
5041,H34454,H,304.1,313.2,1586,34.6,139,0,0,0,0,0,0
5058,L52237,L,303.8,312.9,1367,49.9,192,0,0,0,0,0,0
5060,L52239,L,303.9,312.8,1419,47.9,196,0,0,0,0,0,0
5061,L52240,L,304.0,312.8,1542,42.7,198,0,0,0,0,0,0
5064,H34477,H,304.0,312.9,1495,46.6,0,0,0,0,0,0,0
5065,L52244,L,304.0,313.0,1407,42.1,5,0,0,0,0,0,0
5070,M19929,M,304.2,313.2,1380,48.7,17,0,0,0,0,0,0
5072,H34485,H,304.2,313.0,1442,40.9,23,0,0,0,0,0,0
5080,M19939,M,304.2,313.4,1411,54.8,44,0,0,0,0,0,0
5085,L52264,L,304.1,313.1,1969,20.8,59,0,0,0,0,0,0
5086,M19945,M,304.0,313.0,1377,56.0,61,0,0,0,0,0,0
5087,L52266,L,304.0,313.0,1541,45.9,64,0,0,0,0,0,0
5091,M19950,M,303.9,313.2,1570,40.7,74,0,0,0,0,0,0
5093,M19952,M,303.9,313.2,1608,40.6,79,0,0,0,0,0,0
5096,M19955,M,304.1,313.5,1428,39.9,88,0,0,0,0,0,0
5099,L52278,L,304.2,313.4,1475,40.2,98,0,0,0,0,0,0
5102,M19961,M,304.1,313.4,1518,42.4,105,0,0,0,0,0,0
5125,M19984,M,304.2,313.5,1557,37.3,164,0,0,0,0,0,0
5129,L52308,L,304.2,313.4,1434,42.5,175,0,0,0,0,0,0
5130,M19989,M,304.1,313.3,1725,28.3,177,0,0,0,0,0,0
5132,L52311,L,304.1,313.3,1452,43.9,182,0,0,0,0,0,0
5140,M19999,M,304.4,313.6,1510,38.9,199,0,0,0,0,0,0
5142,L52321,L,304.4,313.7,1509,35.0,205,1,1,0,0,0,0
5145,L52324,L,304.4,313.7,1607,33.5,5,0,0,0,0,0,0
5151,L52330,L,304.3,313.5,1590,29.8,17,0,0,0,0,0,0
5159,L52338,L,304.1,313.3,1459,50.3,39,0,0,0,0,0,0
5160,L52339,L,304.2,313.4,1490,44.0,41,0,0,0,0,0,0
5164,M20023,M,304.2,313.4,1713,23.5,50,0,0,0,0,0,0
5166,L52345,L,304.2,313.4,1421,43.4,56,0,0,0,0,0,0
5176,L52355,L,304.2,313.4,1740,23.7,86,0,0,0,0,0,0
5177,M20036,M,304.0,313.3,1844,27.1,88,0,0,0,0,0,0
5181,L52360,L,304.0,313.2,1584,38.7,104,0,0,0,0,0,0
5193,L52372,L,303.9,313.1,1310,62.9,130,0,0,0,0,0,0
5194,H34607,H,304.0,313.1,1408,39.8,132,0,0,0,0,0,0
5196,L52375,L,303.9,313.0,1551,36.8,140,0,0,0,0,0,0
5198,H34611,H,303.8,312.9,1570,35.8,147,0,0,0,0,0,0
5202,M20061,M,303.7,312.7,1396,47.3,158,0,0,0,0,0,0
5215,L52394,L,303.7,312.7,1572,37.2,192,0,0,0,0,0,0
5231,M20090,M,303.8,313.1,2117,18.6,22,0,0,0,0,0,0
5234,L52413,L,303.6,312.9,1450,45.3,29,0,0,0,0,0,0
5243,L52422,L,303.7,313.1,1496,47.4,48,0,0,0,0,0,0
5246,L52425,L,303.6,313.0,1575,38.3,54,0,0,0,0,0,0
5247,L52426,L,303.5,313.0,1465,41.0,56,0,0,0,0,0,0
5262,L52441,L,303.4,312.8,1513,35.8,92,0,0,0,0,0,0
5265,L52444,L,303.4,312.8,1376,53.4,98,0,0,0,0,0,0
5273,M20132,M,303.6,313.0,1396,38.2,117,0,0,0,0,0,0
5274,L52453,L,303.6,313.1,1395,44.1,120,0,0,0,0,0,0
5275,L52454,L,303.6,313.0,1617,30.9,122,0,0,0,0,0,0
5284,L52463,L,303.8,313.2,1525,41.9,145,0,0,0,0,0,0
5289,L52468,L,303.8,313.2,1531,39.4,159,0,0,0,0,0,0
5295,L52474,L,303.9,313.4,1442,48.5,174,0,0,0,0,0,0
5301,M20160,M,303.8,313.2,1710,26.5,190,0,0,0,0,0,0
5303,L52482,L,303.9,313.1,1491,37.2,195,0,0,0,0,0,0
5305,L52484,L,303.9,313.1,1425,49.3,199,0,0,0,0,0,0
5328,M20187,M,303.5,312.7,2116,16.7,45,0,0,0,0,0,0
5331,L52510,L,303.6,312.9,1588,31.9,53,0,0,0,0,0,0
5334,M20193,M,303.5,312.6,1405,51.6,62,0,0,0,0,0,0
5347,L52526,L,303.4,312.7,1534,35.5,98,0,0,0,0,0,0
5350,M20209,M,303.3,312.7,1642,33.6,104,0,0,0,0,0,0
5353,M20212,M,303.4,312.8,1590,36.3,113,0,0,0,0,0,0
5361,L52540,L,303.3,312.6,1463,44.0,140,0,0,0,0,0,0
5370,H34783,H,303.0,312.5,1507,37.9,163,0,0,0,0,0,0
5376,L52555,L,302.9,312.3,1530,34.9,185,0,0,0,0,0,0
5378,L52557,L,302.9,312.4,2030,19.1,192,0,0,0,0,0,0
5381,L52560,L,302.8,312.3,1494,37.5,198,0,0,0,0,0,0
5389,M20248,M,302.8,312.3,1432,49.0,218,0,0,0,0,0,0
5390,L52569,L,302.8,312.3,1366,49.1,221,0,0,0,0,0,0
5395,M20254,M,302.8,312.3,1262,70.5,234,1,0,0,1,1,0
5398,M20257,M,302.8,312.3,1416,42.7,241,0,0,0,0,0,0
5406,L52585,L,302.7,312.4,1444,48.7,9,0,0,0,0,0,0
5407,L52586,L,302.7,312.4,1360,47.8,11,0,0,0,0,0,0
5416,M20275,M,302.6,312.4,1410,50.3,33,0,0,0,0,0,0
5417,L52596,L,302.6,312.3,1660,30.3,36,0,0,0,0,0,0
5421,L52600,L,302.6,312.3,1512,34.2,44,0,0,0,0,0,0
5422,M20281,M,302.6,312.3,1566,36.6,46,0,0,0,0,0,0
5424,L52603,L,302.6,312.3,1647,31.8,52,0,0,0,0,0,0
5429,L52608,L,302.7,312.4,1453,47.3,62,0,0,0,0,0,0
5434,L52613,L,302.9,312.5,1550,45.5,72,0,0,0,0,0,0
5437,M20296,M,302.9,312.5,1679,30.9,79,0,0,0,0,0,0
5467,M20326,M,302.9,312.3,1426,44.7,157,0,0,0,0,0,0
5473,L52652,L,302.8,312.3,1386,57.8,172,0,0,0,0,0,0
5488,M20347,M,302.6,312.1,1611,39.9,210,0,0,0,0,0,0
5490,L52669,L,302.6,312.1,1499,35.0,215,0,0,0,0,0,1
5501,L52680,L,302.7,312.1,1601,35.2,31,0,0,0,0,0,0
5502,L52681,L,302.7,312.1,1543,37.5,33,0,0,0,0,0,0
5504,H34917,H,302.6,312.0,1657,29.3,37,0,0,0,0,0,0
5505,L52684,L,302.8,312.2,1458,51.0,42,0,0,0,0,0,0
5509,L52688,L,302.9,312.2,1367,55.1,50,0,0,0,0,0,0
5522,L52701,L,302.6,311.9,1397,46.9,82,0,0,0,0,0,0
5527,L52706,L,302.5,311.9,1520,44.9,94,0,0,0,0,0,0
5529,L52708,L,302.4,311.8,1384,50.9,99,0,0,0,0,0,0
5530,M20389,M,302.4,311.8,1539,39.9,101,0,0,0,0,0,0
5542,L52721,L,302.4,311.8,1433,42.2,134,0,0,0,0,0,0
5545,L52724,L,302.2,311.7,1471,45.6,140,0,0,0,0,0,0
5549,L52728,L,302.3,311.8,1605,35.2,152,0,0,0,0,0,0
5553,H34966,H,302.5,312.0,1579,35.7,167,0,0,0,0,0,0
5555,M20414,M,302.5,312.0,1521,40.2,174,0,0,0,0,0,0
5556,L52735,L,302.5,312.0,1411,44.2,177,0,0,0,0,0,0
5567,L52746,L,302.4,312.0,1457,45.5,206,0,0,0,0,0,0
5568,M20427,M,302.5,312.0,1445,54.8,0,0,0,0,0,0,0
5569,L52748,L,302.5,312.1,1534,38.6,3,0,0,0,0,0,0
5584,L52763,L,302.5,312.0,1673,29.9,42,0,0,0,0,0,0
5589,M20448,M,302.5,311.8,1566,37.6,54,0,0,0,0,0,0
5591,M20450,M,302.5,311.9,1340,59.4,60,0,0,0,0,0,0
5597,M20456,M,302.7,312.0,1538,36.7,74,0,0,0,0,0,0
5599,L52778,L,302.8,312.1,1441,52.1,79,0,0,0,0,0,0
